model;features;tree_constraints;cross_constraints;valid;invalid
Clinica Medica;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_17_18], FeatureId[_r_1_17_19], FeatureId[_r_2], FeatureId[_r_2_3_4], FeatureId[_r_2_3_5], FeatureId[_r_6], FeatureId[_r_6_7], FeatureId[_r_6_8], FeatureId[_r_6_9], FeatureId[_r_10], FeatureId[_r_10_11_12], FeatureId[_r_10_11_13]];11;1;12;16372
Celulares;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_3_4], FeatureId[_r_3_5], FeatureId[_r_3_5_16], FeatureId[_r_3_6], FeatureId[_r_3_6_7], FeatureId[_r_3_6_7_9_10], FeatureId[_r_3_6_7_9_11], FeatureId[_r_3_6_12], FeatureId[_r_3_6_17], FeatureId[_r_13], FeatureId[_r_14], FeatureId[_r_15]];8;0;404;15980
Telefonos Moviles;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_14_15], FeatureId[_r_1_14_16], FeatureId[_r_1_14_17], FeatureId[_r_2], FeatureId[_r_2_22_23], FeatureId[_r_2_22_24], FeatureId[_r_8], FeatureId[_r_8_25_26], FeatureId[_r_8_25_27], FeatureId[_r_8_25_28], FeatureId[_r_9], FeatureId[_r_9_29_30], FeatureId[_r_9_29_31], FeatureId[_r_32], FeatureId[_r_32_33], FeatureId[_r_32_34]];12;4;88;262056
Maquina de Cae;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_2_4], FeatureId[_r_6], FeatureId[_r_7], FeatureId[_r_7_8_9], FeatureId[_r_7_8_10], FeatureId[_r_7_8_11], FeatureId[_r_12]];5;0;36;988
computers;[FeatureId[_r], FeatureId[_r_1_2], FeatureId[_r_1_2_3_4], FeatureId[_r_1_2_3_5], FeatureId[_r_1_2_3_6], FeatureId[_r_1_8], FeatureId[_r_1_8_9_10], FeatureId[_r_1_8_9_11], FeatureId[_r_1_8_9_12], FeatureId[_r_1_8_9_13], FeatureId[_r_1_8_9_14], FeatureId[_r_1_18], FeatureId[_r_1_18_21_22], FeatureId[_r_1_18_21_22_24_25], FeatureId[_r_1_18_21_22_24_26], FeatureId[_r_1_18_21_23], FeatureId[_r_1_18_21_23_29_30], FeatureId[_r_1_18_21_23_29_31]];12;0;4095;258049
video on demand;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_6_7], FeatureId[_r_3_6_7_11_12], FeatureId[_r_3_6_7_11_13], FeatureId[_r_3_6_10], FeatureId[_r_3_6_10_14_15], FeatureId[_r_3_6_10_14_16], FeatureId[_r_4], FeatureId[_r_4_17], FeatureId[_r_4_18], FeatureId[_r_5]];10;0;32;16352
bib1;[FeatureId[_r], FeatureId[_r_2], FeatureId[_r_2_5], FeatureId[_r_2_6], FeatureId[_r_2_21_22], FeatureId[_r_2_21_23], FeatureId[_r_2_21_25], FeatureId[_r_3], FeatureId[_r_3_10], FeatureId[_r_3_11], FeatureId[_r_3_12], FeatureId[_r_3_26_27], FeatureId[_r_3_26_28], FeatureId[_r_4], FeatureId[_r_4_15], FeatureId[_r_4_17], FeatureId[_r_4_18], FeatureId[_r_4_29_30], FeatureId[_r_4_29_31], FeatureId[_r_4_29_32]];15;0;147;1048429
Assistente de Compras;[FeatureId[_r], FeatureId[_r_15], FeatureId[_r_15_23_24], FeatureId[_r_15_23_25], FeatureId[_r_20], FeatureId[_r_20_21_22], FeatureId[_r_20_21_27], FeatureId[_r_20_21_27_31], FeatureId[_r_28], FeatureId[_r_28_30], FeatureId[_r_29]];8;0;24;2024
Windows .NET;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_6], FeatureId[_r_7], FeatureId[_r_7_12], FeatureId[_r_7_13_14], FeatureId[_r_7_16], FeatureId[_r_8], FeatureId[_r_9_10], FeatureId[_r_11], FeatureId[_r_15]];9;0;16;8176
HandlingSystem;[FeatureId[_r], FeatureId[_r_18_19], FeatureId[_r_20_21], FeatureId[_r_20_21_22_23], FeatureId[_r_20_21_24_25], FeatureId[_r_26_27], FeatureId[_r_30_31], FeatureId[_r_30_31_32_33], FeatureId[_r_30_31_34_35], FeatureId[_r_30_31_34_35_36_37], FeatureId[_r_30_31_34_35_36_37_38_39]];15;0;1;2047
Autosoft;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_1_4_5], FeatureId[_r_1_6], FeatureId[_r_1_7], FeatureId[_r_1_7_8], FeatureId[_r_1_7_9], FeatureId[_r_2], FeatureId[_r_2_11]];6;1;112;1936
rotation;[FeatureId[_r], FeatureId[_r_1_2], FeatureId[_r_3_4], FeatureId[_r_3_4_20_21], FeatureId[_r_5_6], FeatureId[_r_7_8], FeatureId[_r_7_8_9_10], FeatureId[_r_7_8_9_10_13_14], FeatureId[_r_7_8_9_10_13_15], FeatureId[_r_7_8_9_10_13_15_18_19], FeatureId[_r_7_8_11_12], FeatureId[_r_7_8_11_12_16_17]];16;0;3;4093
Rotation1;[FeatureId[_r], FeatureId[_r_1_2], FeatureId[_r_3_4], FeatureId[_r_3_4_6], FeatureId[_r_3_4_14_15], FeatureId[_r_3_4_16_17], FeatureId[_r_3_5], FeatureId[_r_7_8], FeatureId[_r_7_8_9_10], FeatureId[_r_7_8_9_10_11_12], FeatureId[_r_7_8_9_10_11_12_13]];12;0;10;2038
SPL_e_commerce;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_2_4], FeatureId[_r_5], FeatureId[_r_5_6_7], FeatureId[_r_5_6_8], FeatureId[_r_9], FeatureId[_r_9_12], FeatureId[_r_10], FeatureId[_r_11]];6;2;56;1992
Automóvil;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_14_15], FeatureId[_r_1_14_16], FeatureId[_r_1_14_17], FeatureId[_r_2], FeatureId[_r_2_9], FeatureId[_r_3], FeatureId[_r_3_18_19], FeatureId[_r_3_18_20], FeatureId[_r_3_18_21], FeatureId[_r_4], FeatureId[_r_4_22_23], FeatureId[_r_4_22_24], FeatureId[_r_4_22_25]];8;1;48;32720
HADAS-security;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_3], FeatureId[_r_1_3_6_7], FeatureId[_r_1_3_6_8], FeatureId[_r_1_3_6_9], FeatureId[_r_1_3_6_10], FeatureId[_r_1_3_6_11], FeatureId[_r_1_3_6_12], FeatureId[_r_1_3_6_13], FeatureId[_r_1_3_6_14], FeatureId[_r_1_3_6_15]];5;0;9;8183
MobiLine;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_4_5], FeatureId[_r_4_5_6], FeatureId[_r_4_5_6_7_8], FeatureId[_r_4_5_6_7_9], FeatureId[_r_4_5_6_7_10], FeatureId[_r_11], FeatureId[_r_11_12], FeatureId[_r_11_13], FeatureId[_r_11_14], FeatureId[_r_11_14_15], FeatureId[_r_11_14_15_16_17], FeatureId[_r_11_14_15_16_18]];11;1;112;130960
Ligne de produits de Eshop;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_14_15], FeatureId[_r_2_14_16], FeatureId[_r_3], FeatureId[_r_3_17_18], FeatureId[_r_3_17_19], FeatureId[_r_4], FeatureId[_r_4_11_12], FeatureId[_r_4_11_13], FeatureId[_r_4_11_14], FeatureId[_r_4_11_15]];8;1;20;8172
Autosoft;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_1_4_5], FeatureId[_r_1_6], FeatureId[_r_1_7], FeatureId[_r_1_7_8], FeatureId[_r_1_7_9], FeatureId[_r_2]];4;0;122;902
Pizza;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_5_6], FeatureId[_r_1_5_7], FeatureId[_r_1_5_8], FeatureId[_r_2], FeatureId[_r_2_13_14], FeatureId[_r_2_13_15], FeatureId[_r_2_13_16], FeatureId[_r_3], FeatureId[_r_3_17_18], FeatureId[_r_3_17_19], FeatureId[_r_3_17_20], FeatureId[_r_4]];7;1;196;16188
Online Shop Feature Model;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_6], FeatureId[_r_1_4_7], FeatureId[_r_2], FeatureId[_r_2_8_9], FeatureId[_r_2_8_10], FeatureId[_r_2_8_11], FeatureId[_r_3], FeatureId[_r_3_14_15], FeatureId[_r_3_14_16]];7;0;42;4054
Amazon web services;[FeatureId[_r], FeatureId[_r_4], FeatureId[_r_4_29_30], FeatureId[_r_4_29_30_36_37], FeatureId[_r_4_29_30_36_38], FeatureId[_r_4_29_31], FeatureId[_r_4_29_31_45_46], FeatureId[_r_4_29_31_45_47], FeatureId[_r_4_29_31_45_48], FeatureId[_r_4_29_31_45_49], FeatureId[_r_4_29_31_45_50], FeatureId[_r_4_29_31_45_51], FeatureId[_r_4_29_32], FeatureId[_r_4_29_33], FeatureId[_r_4_29_33_52_53], FeatureId[_r_4_29_33_52_54], FeatureId[_r_4_29_34], FeatureId[_r_4_29_35]];9;0;8191;253953
dinner;[FeatureId[_r], FeatureId[_r_2], FeatureId[_r_2_8_9], FeatureId[_r_2_8_13], FeatureId[_r_3], FeatureId[_r_3_12], FeatureId[_r_3_33], FeatureId[_r_3_33_34_35], FeatureId[_r_3_33_34_36], FeatureId[_r_4], FeatureId[_r_4_18_19], FeatureId[_r_4_18_20], FeatureId[_r_4_18_21], FeatureId[_r_25], FeatureId[_r_25_28_29], FeatureId[_r_25_28_30]];11;3;77;65459
Minimalistic PC Feature Model;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_6], FeatureId[_r_1_7], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_8], FeatureId[_r_8_9_10], FeatureId[_r_8_9_11]];7;2;4;1020
Match engine;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_7_8], FeatureId[_r_1_9_10], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_6], FeatureId[_r_11]];6;0;16;1008
MobilePhone;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_2_4], FeatureId[_r_5], FeatureId[_r_5_6_7], FeatureId[_r_5_6_8], FeatureId[_r_5_6_9], FeatureId[_r_10], FeatureId[_r_11], FeatureId[_r_11_12_13], FeatureId[_r_11_12_14], FeatureId[_r_11_12_14_15]];10;3;16;8176
ESCA Embeeded System;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_2_3_4], FeatureId[_r_1_2_3_13], FeatureId[_r_1_2_3_14], FeatureId[_r_1_2_3_15], FeatureId[_r_1_2_3_16], FeatureId[_r_1_17], FeatureId[_r_1_17_18_19], FeatureId[_r_1_17_18_20]];6;0;10;2038
Hastane Randevu Sistemi;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_2_4], FeatureId[_r_1_2_5], FeatureId[_r_6], FeatureId[_r_6_7_8], FeatureId[_r_6_7_9], FeatureId[_r_10], FeatureId[_r_11], FeatureId[_r_12], FeatureId[_r_12_13_14], FeatureId[_r_12_13_17], FeatureId[_r_18], FeatureId[_r_18_19_20], FeatureId[_r_18_19_21], FeatureId[_r_18_19_22]];9;1;216;130856
CPS;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3_4], FeatureId[_r_1_3_4_6], FeatureId[_r_1_3_4_6_8], FeatureId[_r_1_3_4_6_9], FeatureId[_r_1_3_4_7], FeatureId[_r_1_3_5], FeatureId[_r_2], FeatureId[_r_2_10_11], FeatureId[_r_2_10_11_15_16], FeatureId[_r_2_10_11_15_17], FeatureId[_r_2_10_12], FeatureId[_r_2_10_12_18_19], FeatureId[_r_2_10_12_18_22]];12;0;72;32696
Mobile Phone UPT;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_5_6], FeatureId[_r_2_5_7], FeatureId[_r_2_5_8], FeatureId[_r_9], FeatureId[_r_10], FeatureId[_r_10_11_12], FeatureId[_r_10_11_13]];6;2;14;1010
Mobile Phone UPT - 18413;[FeatureId[_r], FeatureId[_r_9], FeatureId[_r_10], FeatureId[_r_10_16_17], FeatureId[_r_10_16_18], FeatureId[_r_10_16_19], FeatureId[_r_12], FeatureId[_r_13], FeatureId[_r_13_20_21], FeatureId[_r_13_20_22]];6;2;14;1010
Manuel;[FeatureId[_r], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_4_7_8], FeatureId[_r_4_7_11], FeatureId[_r_4_7_12], FeatureId[_r_5], FeatureId[_r_5_13_14], FeatureId[_r_5_13_15], FeatureId[_r_6]];6;2;9;1015
smart phone;[FeatureId[_r], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_12_13], FeatureId[_r_3_12_18], FeatureId[_r_3_12_19], FeatureId[_r_4], FeatureId[_r_4_22_23], FeatureId[_r_4_22_37], FeatureId[_r_5], FeatureId[_r_5_32_33], FeatureId[_r_5_32_36], FeatureId[_r_5_32_38], FeatureId[_r_7], FeatureId[_r_7_40]];10;2;116;32652
27-5-207 test;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_3_4], FeatureId[_r_2_3_5], FeatureId[_r_7_8], FeatureId[_r_9_10], FeatureId[_r_9_10_14], FeatureId[_r_9_11], FeatureId[_r_9_12], FeatureId[_r_13]];7;4;44;2004
Telefonia Celular;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_9_10], FeatureId[_r_1_9_12], FeatureId[_r_4], FeatureId[_r_4_18_19], FeatureId[_r_4_18_21], FeatureId[_r_5], FeatureId[_r_6], FeatureId[_r_8]];5;2;36;988
smartPhone;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_3], FeatureId[_r_2_3_5], FeatureId[_r_2_3_6], FeatureId[_r_2_3_6_7_8], FeatureId[_r_2_3_6_7_9], FeatureId[_r_2_3_6_7_10], FeatureId[_r_2_3_6_7_11], FeatureId[_r_2_3_6_7_12], FeatureId[_r_2_4], FeatureId[_r_2_4_13]];8;1;93;8099
MPES2016-2.Reuso2;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_5_6], FeatureId[_r_1_5_7], FeatureId[_r_2], FeatureId[_r_2_23], FeatureId[_r_2_23_26_27], FeatureId[_r_2_23_26_28], FeatureId[_r_2_25], FeatureId[_r_4], FeatureId[_r_4_29], FeatureId[_r_4_30], FeatureId[_r_4_31]];10;2;6;8186
SA;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_4_5], FeatureId[_r_3_4_6], FeatureId[_r_7], FeatureId[_r_7_8_9], FeatureId[_r_7_8_10], FeatureId[_r_7_8_11], FeatureId[_r_7_8_12], FeatureId[_r_7_13], FeatureId[_r_7_13_14_15], FeatureId[_r_7_13_14_16]];8;1;176;16208
smartAppConcernTest;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_4_7_8], FeatureId[_r_4_7_9], FeatureId[_r_10], FeatureId[_r_10_11], FeatureId[_r_10_11_12], FeatureId[_r_10_11_14], FeatureId[_r_10_11_15], FeatureId[_r_10_11_15_16], FeatureId[_r_10_11_15_18], FeatureId[_r_10_11_15_18_19], FeatureId[_r_10_11_15_18_19_20_23], FeatureId[_r_10_11_15_18_19_20_24], FeatureId[_r_10_11_15_18_19_20_25], FeatureId[_r_10_11_15_18_19_20_26], FeatureId[_r_10_11_15_18_19_20_27], FeatureId[_r_10_11_15_18_19_20_28]];12;1;124;1048452
Modelo de Característica para Entidades Urbanas;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_6], FeatureId[_r_7], FeatureId[_r_8], FeatureId[_r_9], FeatureId[_r_10]];2;0;512;1536
ZMUConcernExample;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_3_8], FeatureId[_r_1_3_8_11_12], FeatureId[_r_1_3_8_11_13], FeatureId[_r_1_5], FeatureId[_r_1_16], FeatureId[_r_1_17_18], FeatureId[_r_1_17_19], FeatureId[_r_1_17_20]];8;2;8;2040
MobilePhone;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_6], FeatureId[_r_1_7], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_8], FeatureId[_r_3_9], FeatureId[_r_3_10], FeatureId[_r_4], FeatureId[_r_4_13_14], FeatureId[_r_4_15_16], FeatureId[_r_5], FeatureId[_r_5_19_20], FeatureId[_r_5_21_22], FeatureId[_r_5_23_24], FeatureId[_r_5_25_26], FeatureId[_r_5_27_28]];15;5;8;262136
Smartwatch;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_3_4_5], FeatureId[_r_1_3_6_7], FeatureId[_r_1_3_8_9], FeatureId[_r_1_10], FeatureId[_r_1_13], FeatureId[_r_1_13_15], FeatureId[_r_1_13_16], FeatureId[_r_1_13_17], FeatureId[_r_1_13_18], FeatureId[_r_1_14], FeatureId[_r_2]];8;0;64;16320
Audio Player;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_2_4], FeatureId[_r_1_2_5], FeatureId[_r_1_6], FeatureId[_r_1_6_7_8], FeatureId[_r_1_6_7_9], FeatureId[_r_3], FeatureId[_r_3_10], FeatureId[_r_3_10_12], FeatureId[_r_3_10_13], FeatureId[_r_3_10_14], FeatureId[_r_3_10_15], FeatureId[_r_3_11]];12;0;12;32756
ABMS;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_3_4], FeatureId[_r_1_3_5], FeatureId[_r_1_3_6], FeatureId[_r_1_7], FeatureId[_r_1_7_8], FeatureId[_r_1_7_9], FeatureId[_r_1_7_10], FeatureId[_r_2], FeatureId[_r_2_11]];5;0;246;3850
SlotsForModules;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_6], FeatureId[_r_1_4_7], FeatureId[_r_1_4_8], FeatureId[_r_2], FeatureId[_r_2_9_10], FeatureId[_r_2_9_11], FeatureId[_r_2_9_12], FeatureId[_r_3], FeatureId[_r_3_14_15], FeatureId[_r_3_14_16], FeatureId[_r_3_14_17], FeatureId[_r_3_14_18]];7;16;6;32762
Tripeo;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_7], FeatureId[_r_1_8], FeatureId[_r_1_9], FeatureId[_r_1_10], FeatureId[_r_1_11], FeatureId[_r_1_14_15], FeatureId[_r_1_14_16], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_6]];10;0;12;8180
Features Computador;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_4_5_6], FeatureId[_r_4_5_7], FeatureId[_r_4_5_8], FeatureId[_r_4_5_9], FeatureId[_r_4_5_10], FeatureId[_r_11], FeatureId[_r_11_12], FeatureId[_r_11_12_16_17], FeatureId[_r_11_12_16_18], FeatureId[_r_11_12_16_19], FeatureId[_r_11_13]];6;0;320;65216
astiag;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_18], FeatureId[_r_1_18_21_22], FeatureId[_r_1_19_20], FeatureId[_r_1_23], FeatureId[_r_1_23_26_27], FeatureId[_r_1_23_28_29], FeatureId[_r_1_24_25], FeatureId[_r_1_30], FeatureId[_r_1_31], FeatureId[_r_4], FeatureId[_r_10], FeatureId[_r_12], FeatureId[_r_13], FeatureId[_r_14], FeatureId[_r_15], FeatureId[_r_16], FeatureId[_r_17]];13;0;160;524128
TVSmart;[FeatureId[_r], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_9_10], FeatureId[_r_3_9_10_12_13], FeatureId[_r_3_9_10_12_14], FeatureId[_r_3_9_11], FeatureId[_r_3_9_11_15_16], FeatureId[_r_3_9_11_15_17], FeatureId[_r_4], FeatureId[_r_4_18], FeatureId[_r_4_19], FeatureId[_r_5], FeatureId[_r_20]];10;4;10;16374
SimpleModel;[FeatureId[_r], FeatureId[_r_28], FeatureId[_r_28_30_31], FeatureId[_r_28_30_32], FeatureId[_r_29], FeatureId[_r_29_36_37], FeatureId[_r_29_36_38], FeatureId[_r_29_36_39], FeatureId[_r_40], FeatureId[_r_40_43_44], FeatureId[_r_40_43_45]];7;0;24;2024
E-SHOP;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_10], FeatureId[_r_3], FeatureId[_r_3_5_6], FeatureId[_r_3_5_7], FeatureId[_r_3_5_8], FeatureId[_r_3_5_9], FeatureId[_r_4]];6;2;8;1016
Eval_board;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_6], FeatureId[_r_7], FeatureId[_r_7_9_13], FeatureId[_r_7_14]];10;0;2;1022
search engine;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_3], FeatureId[_r_2_4], FeatureId[_r_2_4_7_8], FeatureId[_r_2_4_7_9], FeatureId[_r_2_4_10], FeatureId[_r_11], FeatureId[_r_11_12_13], FeatureId[_r_11_12_14], FeatureId[_r_11_12_15]];8;0;32;4064
Hello World;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_4_5], FeatureId[_r_2_4_8], FeatureId[_r_3], FeatureId[_r_12], FeatureId[_r_12_13_14], FeatureId[_r_12_13_15], FeatureId[_r_12_13_16]];6;1;35;989
Car;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_3_4], FeatureId[_r_2_3_5], FeatureId[_r_6], FeatureId[_r_7], FeatureId[_r_8], FeatureId[_r_8_9_10], FeatureId[_r_8_9_11], FeatureId[_r_12]];6;3;12;2036
Reservation;[FeatureId[_r], FeatureId[_r_1_2], FeatureId[_r_1_6], FeatureId[_r_1_7], FeatureId[_r_1_8], FeatureId[_r_1_8_11_12], FeatureId[_r_1_8_11_12_14_15], FeatureId[_r_1_8_11_12_14_16], FeatureId[_r_1_8_11_12_14_17], FeatureId[_r_1_8_11_12_14_18], FeatureId[_r_1_8_11_12_14_19], FeatureId[_r_1_8_11_13]];6;0;9;4087
tab;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_12_13], FeatureId[_r_3_12_14], FeatureId[_r_4], FeatureId[_r_4_7_8], FeatureId[_r_4_7_10], FeatureId[_r_6], FeatureId[_r_11], FeatureId[_r_15]];8;0;16;4080
Mobile Phone Product Line;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_11_12], FeatureId[_r_1_11_15], FeatureId[_r_1_11_16], FeatureId[_r_2], FeatureId[_r_2_17], FeatureId[_r_2_17_28], FeatureId[_r_2_17_29], FeatureId[_r_2_18], FeatureId[_r_2_22], FeatureId[_r_2_22_30], FeatureId[_r_2_22_31], FeatureId[_r_5], FeatureId[_r_5_23_24], FeatureId[_r_5_23_25], FeatureId[_r_5_23_26]];12;0;168;130904
search-engine;[FeatureId[_r], FeatureId[_r_2], FeatureId[_r_2_3], FeatureId[_r_2_6], FeatureId[_r_2_6_18_19], FeatureId[_r_2_6_18_20], FeatureId[_r_2_9], FeatureId[_r_12], FeatureId[_r_12_13_14], FeatureId[_r_12_13_15], FeatureId[_r_12_13_16], FeatureId[_r_17], FeatureId[_r_16]];7;2;76;8116
hhhhhhh;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_4], FeatureId[_r_4_7_8], FeatureId[_r_4_11_12], FeatureId[_r_5], FeatureId[_r_5_13_14], FeatureId[_r_5_25_26], FeatureId[_r_5_25_27], FeatureId[_r_6]];8;1;4;1020
drupal sawsen;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_7], FeatureId[_r_1_8], FeatureId[_r_2], FeatureId[_r_2_3_4], FeatureId[_r_2_3_4_5_6], FeatureId[_r_9], FeatureId[_r_10_11], FeatureId[_r_10_11_12]];9;1;8;1016
HDMR-Paper;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_3], FeatureId[_r_3_5_6], FeatureId[_r_3_5_7], FeatureId[_r_3_5_13], FeatureId[_r_3_5_14], FeatureId[_r_4], FeatureId[_r_4_8_9], FeatureId[_r_4_8_10], FeatureId[_r_4_8_11], FeatureId[_r_4_8_12]];6;1;7;4089
catalogo;[FeatureId[_r], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_4_5_6], FeatureId[_r_4_5_7], FeatureId[_r_8], FeatureId[_r_8_10_11], FeatureId[_r_8_10_12], FeatureId[_r_13], FeatureId[_r_14], FeatureId[_r_15], FeatureId[_r_16], FeatureId[_r_17], FeatureId[_r_18]];12;0;6;16378
Farnaz koohestani;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_10], FeatureId[_r_1_11], FeatureId[_r_2], FeatureId[_r_2_5], FeatureId[_r_2_5_8], FeatureId[_r_2_5_9], FeatureId[_r_2_6], FeatureId[_r_2_6_7], FeatureId[_r_3], FeatureId[_r_3_12], FeatureId[_r_3_12_14], FeatureId[_r_3_13]];14;0;1;16383
depresija1;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_3_7], FeatureId[_r_1_3_8], FeatureId[_r_1_3_10], FeatureId[_r_1_5], FeatureId[_r_1_5_11_12], FeatureId[_r_1_5_11_17], FeatureId[_r_1_5_11_19], FeatureId[_r_1_5_11_20], FeatureId[_r_1_5_11_21], FeatureId[_r_1_5_11_22], FeatureId[_r_1_5_11_29], FeatureId[_r_2], FeatureId[_r_2_23_24], FeatureId[_r_2_23_25], FeatureId[_r_2_23_27]];10;16;127;262017
depresija;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4], FeatureId[_r_1_6], FeatureId[_r_1_9], FeatureId[_r_2], FeatureId[_r_12_13], FeatureId[_r_12_20], FeatureId[_r_12_21], FeatureId[_r_12_22], FeatureId[_r_12_23], FeatureId[_r_12_24], FeatureId[_r_12_25]];7;0;127;8065
Mobile phone;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_5_6], FeatureId[_r_3_5_7], FeatureId[_r_3_5_8], FeatureId[_r_4], FeatureId[_r_4_10_11], FeatureId[_r_4_10_12]];6;2;10;1014
Weather Station;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_8], FeatureId[_r_1_4_9], FeatureId[_r_2], FeatureId[_r_2_10_11], FeatureId[_r_2_10_12], FeatureId[_r_3], FeatureId[_r_3_13_14], FeatureId[_r_3_13_15]];7;1;44;2004
mobile phone;[FeatureId[_r], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_4_6_7], FeatureId[_r_4_6_8], FeatureId[_r_4_6_9], FeatureId[_r_5], FeatureId[_r_5_10_11], FeatureId[_r_5_10_12]];6;2;26;998
MoviesApp PL;[FeatureId[Movies_App], FeatureId[GUI], FeatureId[Thin], FeatureId[Rich], FeatureId[DB], FeatureId[Local], FeatureId[Remote], FeatureId[Cache_Policy], FeatureId[Network], FeatureId[Wifi], FeatureId[Bluetooth], FeatureId[GPS], FeatureId[Built-In]];10;0;24;8168
